Index,Sentence
2950,Many bands from other male schools and B - BOY teams will come to our festival .
2951,It is the first event in the festival .
2952,"Since this festival will be the only festival in our high school life , ( Sadly , when we 're seniors in High School , we ca n't even attend the school festival . )"
2953,many girls participate in this one .
2954,Would you come to my school festival ?
2955,I went to Myeong - Dong with my boyfriend yesterday .
2956,We ate delicious foodand went window shopping .
2957,"I wanted to buy it , but I was put off by the price at first ."
2958,"When we left the pub , I regretted not buying the sweater , so I returned to the store to buy it ."
2959,"However , the store was already closed , so I simply had to go home ."
2960,"Despite going to watch Avatar on Monday ,"
2961,"Today I told my friend that `` Avatar is a great movie ! `` , so she said she wanted to go soon ! !"
2962,I did n't think that I would watch the movie twice .
2963,but I would n't want to go a third time .
2964,"Yesterday , I attended a lecture called the `` International Contribution Leader Training Program `` ."
2965,The program started in May 2008 .
2966,And the program ended yesterday .
2967,I changed because of this program .
2968,"But I want to say only one thing , thank you very much ! !"
2969,About an advice .
2970,Do you follow an advice when you asked for it ?
2971,Most of the people I know tend not to .
2972,I do n't judge them - everyone knows that it 's easy to give an advice to others .
2973,"Sometimes they just tell me : `` Sorry , but you do n't quite understand my situation `` or `` Thank you for your opinion , but it still seems too complicated for me , I need to think about it some more before I make any decision `` ."
2974,But sometimes it turns just ridiculous .
2975,My friend tells me : `` I need your advice `` and at the moment I feel all important and responsible of the statement .
2976,- I was going somewhere with somebody .
2977,"But then I let them down , and now they are against me ."
2978,I analyze and try to find the best words to explain my point of view .
2979,I think about my friend 's and friend of her 's feelings and do my best to be unbiased .
2980,I explain to her and when I finish I feel like my piece of advise is n't a bad one .
2981,And I know what it means : I 'd rather just pretend that nothing happened .
2982,"Well , but I 'm glad that her problem was not that serious as she told me ."
2983,"People always need some support , but they never need anyone to tell them what to do !"
2984,That is my opinion about an advice ^ _ ^
2985,The hanabi season is September and August .
2986,"In Japan , HANABI are divided into High - into - the air fireworks and Toy fireworks ."
2987,An old HANABI Festival is `` Sumidagawa . ``
2988,I am going to go to a Hanabi festival in August .
2989,With whom have you been to see fireworks ?
2990,"or , Who are you going to see fireworks with this year ?"
2991,It 's about two weeks more before I will go home .
2992,I 'm going to be with my family and my girlfriend .
2993,I can imagine how happy I 'll be .
2994,"I will sing Karaoke , ride my bike around the town , and eat a lot of delicious things ."
2995,"In the morning , I will sit on the bank of the Huong river and have some coffee ."
2996,"Time , please pass quickly ! !"
2997,"A little while ago , I had a nibble of an apple ."
2998,"If I was asked `` what is your favorite food ? `` , I 'd answear `` apples are the best `` ."
2999,"Technically , my favorite food is not exactly apples because there are many other delicious foods which satisfy my palate ."
3000,"In Japan , there is one saying that / which goes , `` Apples in the morning are golden apples ``"
3001,"From a nutritional point of view , they contain a lot of fibers ."
3002,It means that eating them facilitates the diffusion of solid excrements .
3003,My favorite book is called `` The cat with a million lives ``
3004,Please read the story below .
3005,There once was a cat who lived for a million years .
3006,He died a million times and he lived a million times .
3007,He was a splendid tabby cat .
3008,Millions of people loved the cat .
3009,"When the cat died , they all cried ."
3010,"One time , the cat was taken by the King ."
3011,He hated the King .
3012,Kings like war and are always waging war .
3013,"And then , the King put the cat into a luxurious cage for war ."
3014,First time : )
3015,Hello ~ : ]
3016,I started because of a friend 's recommendation
3017,I 'm so nervous . . .
3018,I think my writing is wrong a lot !
3019,Anyway I think this will be fun
3020,I do n't speak English well . . .
3021,So help me ! ! ! ! ! ! ! !
3022,I like to play soft ball .
3023,I belong to the softball team in my school .
3024,"Today , our team had a practice game ."
3025,"I was a little tense , but I had four hits in two games ."
3026,"Last night , I tried to organize programs I do not use ."
3027,The maintenance will take longer than originally thought .
3028,We are going to shutdown the server for 2 hours to maintenance the server .
3029,The down time is as follows :
3030,"Thank you very much ,"
3031,I ca n't help feeling absurd . . .
3032,I heard Phonics are popular for native children learning English pronunciation .
3033,I want to speak English as well as a native .
3034,"When I watch a foreign movie , I often hear the word [ you know ? ] ."
3035,"There are various situations it 's used in , so I am at a loss ."
3036,"But I want to use a new phrase , so please teach me how to use this phrase ."
3037,My hobby is taking pictures and using photoshop to retouch them .
3038,I can make a picture blue or brighter with photoshop .
3039,Hello !
3040,Hello .
3041,"I 'm not good at English , so I am writing an entry on `` Lang - 8 `` ."
3042,I will try to write sentences in English .
3043,What the Hell ?
3044,How could such good web sites be banned ?
3045,They have no right to determine which sites we access .
3046,"Without these treasured sources , I can hardly enjoy any videos about magic ."
3047,I can not believe it .
3048,I can only use proxies to get on these web sites .
3049,It 's terrible !
3050,These days I often read Japanese literature because they are in my new electoronic dictionary .
3051,I like to read books written by Dazai Osamu .
3052,I could n't study English and I did n't write English sentences .
3053,I felt that it was necessary for me to continue studying English .
3054,"I had good time , it was a nice wedding ."
3055,I stayed overnight and I went to Nagoya castle which is famous in Nagoya .
3056,It is especially famous for the gold shachihoko on the Nagoya castle .
3057,We ate ice - cream that tasted like miso . It was hot that day .
3058,It was an interesting taste .
3059,I looked beautiful around Nagoya station .
3060,The electric wires were buried underground .
3061,I was very tired but I had a good time .
3062,We slept in the Shinkansen ( superexpress ) .
3063,I want the same dress as in this picture .
3064,"I played the game of Shogi , that Japanese traditional game ."
3065,Shogi is similar to chess .
3066,"The number of players is two , and they play alternatively ( in turn ) ."
3067,has been got from the enemy .
3068,the number of playing patterns might be infinity .
3069,Yesterday I caught this phrase in Obama 's speech made at the G20 in Central London .
3070,"For me , participal constructions sound very OR quite formal , hitherto I 've only seen them in written English or heard them in someone 's speech . ."
3071,OR or does it sound inappropriate for everyday use ?
3072,pity that I do n't have a mate to share the / those beautiful scenes with .
3073,What crazy weather !
3074,"The weather cast said , it will snow again in March ."
3075,global warming is becoming very serious .
3076,Pohang does n't usually snow as much as it did this year .
3077,"It 's hard to keep a garden clean particularly in summer ,"
3078,when plants grow thick .
3079,"If you do n't remove the weeds from your garden for one week during summer , it 'll soon appear like a jungle ."
3080,"And then , watering them also become a problem because of the shortage of water ."
3081,"In addition , we also have to get rid of worms ."
3082,We all rose our goblets happily except one classmate .
3083,I asked the waitress if there was any grape fruit juice .
3084,"There is a desk , a bed and so on ."
3085,"I think my room is a little messy , so I need to clean it ( . ) ."
3086,What do you do in your room ?
3087,"I do many things in my room like studying , surfing the Internet , sleeping , reading books and so on ."
3088,I like this room the better than the other rooms in my house .
3089,He himself of the need to study .
3090,All sorts of people gathered in the club .
3091,"For example there were : American , Chinese , Korean , Arabian , Hispanic and Japanese ."
3092,"The range of age was wide , betwwen 20 and 60 ."
3093,I went to Karaoke with the member ( A colleague ? ) .
3094,But I could not choose the song everybody would know and come alive to .
3095,Go to dentist
3096,"Today , Jason had an appointment with the dentist ."
3097,"Last time when we had come to clinic , he never stopped crying , so we had had to go back home without treatment ."
3098,"After sniffing up the opiate , he became like drunkard ."
3099,"He just looked sort of drained , and then , he continued to smile and kiss me , and spoke mixed words ."
3100,I should have recorded his weird behavior : D
3101,Today I joined Lang - 8 .
3102,"So , I think that I want to be able to speak English better !"
3103,"After that , I joined here ."
3104,I will introduce myself .
3105,"Anyone who likes japan animation , leave me a message or comment , please !"
3106,My first name consists of 2 Chinese characters . .
3107,My parents gave me this name because they want me to grow up kind and have a hope forever .
3108,I went to my college for the first time today .
3109,I felt the stress .
3110,"But , I made friends with other students ."
3111,I 'm now learning accounting in English beause of business .
3112,"I must memorize many words of accounting , such as"
3113,I bought the textbooks that are for accounting subjects from an American university .
3114,I graduated from a Japanese university .
3115,I must study as a freshman .
3116,"It is very refreshing for me to study as a student , and I am reminded of my youth : )"
3117,"Same as former British Prime Minsiter Margaret Thatcher ( spelling ? ) , so I 'm also an iron lady ! !"
3118,"So many people are learning English and looking for a teacher to correct their language , but there are not so many native English speakers here . . ."
3119,It 's fun for me to correct sentences for Japanese learners . Perhaps I could concentrate on correcting their Japanese for a while and wait for more English speakers to join Lang - 8 ! ?
3120,try using Lang - 8
3121,I 'm working as a systems engineer at a Japanese IT company in Tokyo .
3122,So now I 'm struggling to catch up with this great transition .
3123,I heard about this site last Sunday from a man who is using this site .
3124,I decided to write in my journal everyday for as long as possible .
3125,"I 'm thinking about writing about my hobby , life or interesting news ."
3126,"If you are interested , please take a look at it ."
3127,"My favorite artists are AAA , KARA , Girls generation , Avril Ramona Lavigne , , , , ."
3128,"By the way , I am studying English now ."
3129,I am waiting for the best answer .
3130,I adore reading books .
3131,It is my hobby .
3132,My favourite writers are Dan Broun and Jane Austen .
3133,Dan Brown is the author of the bestsellers `` The Da Vinci Code `` and `` Angels & Demons `` .
3134,Also I like `` Pride and Prejudice `` by Jane Austen .
3135,"When I was a student , I suffered from acne ."
3136,I 've never used an American - made acne product so it was difficult to heal from acne .
3137,Japanese acne products do n't include benzoyl peroxide .
3138,"When I used an American - made acne product , that included benzoyl peroxide , my acne healed up ."
3139,"Lately , my few friends have said to me that they want to use American - made acne products ."
3140,I used proactiv but it is a little expesive than others .
3141,Could you recommend some acne products to me ?
3142,Me llamo Astrika / Mi nombre es Astrika
3143,"Hi , this is my first dairy ."
3144,My work is making website .
3145,"So , I 'm so sleepy now ."
3146,Good night !
3147,But my mouth is still aching .
3148,I joined lang 8 .
3149,so I promise to keep studying english in this community .
3150,Because I wanna go study abroad .
3151,So I wanna get enough points for GMAT .
3152,"However , at first I want to get good points on the TOEIC test ."
3153,Somebody please teach me English on this site .
3154,I will keep writing my diary .
3155,I have been writing in my English journal since I first began participating here at Lang - 8 .
3156,"Today , I finally wrote my 100th English journal entry !"
3157,"I 'm very happy , and it 's a real milestone in my journey to learn English ."
3158,I 'd like to continue my English journal and reach the next milestone : the 200th entry !
3159,I hope I will make it to my 200th entry within the next year .
3160,Why did I choose to work as an au pair ?
3161,"On the 15th of July last year I came to London with the idea of working as a waitress , cleaner or something like that , so I rented a room in a shared house in an eastern suburb of London and started to look for a job ."
3162,"One week later , I still did n't have sheets in my bed cause my landlady had n't brought them yet ."
3163,for 4 people .
3164,"And , on top of that , the shower head only worked if you put it at no more than 10 centimetres from the bottom of the bath ."
3165,But at the very least I like to have a shower standing up !
3166,"So , I checked all the possibilities : au pair , hotel waiting staff , trying another shared house , . . ."
3167,I thought about the pros and cons of every type of job and finally decided to make an au pair profile in a specialty website and look for a family .
3168,And that 's the reason for why I ended up working as an au pair .
3169,( The next chapter will be about how I looked for a family )
3170,"I 'm bored , so I 'll write something here ^ ^ ."
3171,"Currently , I have to stay at home because I 'm ill ; _ _ ; I have the chickenpox !"
3172,Next month I should be moving out from my little city < finally ! > .
3173,The big city is waiting .
3174,"And make new friends , yeah !"
3175,"Do you know Giada De Laurentiis , who is a cooking adviser ?"
3176,She is not well known in Japan .
3177,"I like cooking , especially Italian food ."
3178,When I went to Hawaii I watched a TV show called `` Food network `` .
3179,Those dishes seemed delicious .
3180,Today I listened to a song called Tsunami .
3181,Tsunami is sung by the Japanese rock band Southern All Stars .
3182,I watched a video on youtube about it .
3183,Tsunami is a disaster like an earthquake .
3184,Japan was recently by a big one .
3185,"Well , some wonder why they 've named the song `` Tsunami . ``"
3186,Is n't there a better alternative ?
3187,It makes me happy even in this situation .
3188,"But know , it 's only possible mor me to go for a senior college degree in SP ."
3189,I have no idea what architecture courses are in senior colleges in Singapore .
3190,I love to watch Japanese dramas
3191,"Recently , I 've watched Strawberry on The Short Cake , Romeo and Juliet"
3192,I hope who had come across my journal could post me a link to watch
3193,"By the way , last night I had come across Torrents and"
3194,"If I 'm not mistaken , we could download movies that way"
3195,People with information about them please message me
3196,I went swimming this morning .
3197,I have decided to do sports once or twice a week .
3198,Keeping this promise is building my confidence .
3199,September starts from today .
3200,"In America , September is the first month of the fiscal ( school ) year , is n't it ?"
3201,"( In Japan , April is the first month not September ) ."
3202,My objective for September is to be able to speak and write English more .
3203,I want to live in America after graduating from school : )
3204,I talked about what I have learned about English on the Internet .
3205,I heard that there are 3 websites for studying English .
3206,fm so that I could memorize a lot of English words for the TOEIC .
3207,"In the meantime , I wanted to talk in English using the words that I had retained from smart ."
3208,Now I write a daily journal everyday in English .
3209,I 'm reading the original .
3210,The transfer is scheduled from December 28th to 29th and we will launch the new office on February 1st .
3211,"Tonight the Internet 's speed is very slow , so I found some downloadable videos to watch ."
3212,"And I just found that The big bang thoery is so funny , no matter how many times I have watched , I always laughed ."
3213,"But the newest episode will come on April 1st , it is too long to wait to watch it . It 's really terrible ."
3214,"It is bad for the stomach . If you want to lose weight , you should keep exercising ."
3215,It has low calories and high protein .
3216,So some athletes who build up their muscles and body often eat it .
3217,How to make Sasami fry :
3218,cut chicken into bite sizes
3219,put a litte salt and pepper on the chicken pieces
3220,put crumbs of bread on it
3221,I think I need to learn English . . .
3222,the word in ( a ) . . .
3223,"actually it 's `` something `` in the blank , but grammatically it is better to be `` anything `` , which we Japanese are always careful about ."
3224,"Recently , I 'm working very hard at part time jobs to earn money ."
3225,"For example , I worked at the bread shop from 6 : 00am to 4 : 00pm except between 10 : 30am to 11 : 30am as that is my break . After that , I worked at the chinese restaurant from 6 : 30pm to 10 : 00pm ."
3226,"Today , I worked at bread shop from 6 : 00am to 14 : 00 except for my 1 hour break , and from 5 : 30pm , I 'm going to go to the chinese restaurant to work ."
3227,"One of the stereotype of Japanese is `` hard working `` , and I think I 'm just the stereotypical Japanese now . : - ("
3228,"In Mar 26 , I was planing to go to Pensacola to see my older sister , But this trip was my the worst and unforgot trip ."
3229,"First I need to go to Seattle - Tacoma International Airport and go to Houston to transfer the airplane , and the touble was coming : When the first flight was ready to fly , the attendant has told us that this plane was detected a `` unpredict `` problem on this plane and then they started to explain the question which the passanger asked ."
3230,"About 2 hours after , they said that the Contiental Airline could help us that change the another airplane so that we can go on trip right away ."
3231,Then I have to back to the Terminal and went to the another boarding gate in order to I can go to Pensacola as quickly as possible .
3232,Sharn 's first trouble ended .
3233,"In 8 : 30 I arrived in the Houston international Airport , when I prepared to go to another borading gate , the flight number and destination was changed , I ask the fornt desk of Contiental Airline and they told me that this flight was cancelled because the bad weather on the north part of the America and So I have to stay in a hotel on one night in Huston ."
3234,"However , when I took a phone call to the hotel to ask the room , the staff told me that there was no more space in this hotel , So I have to go to Contiental Airline service center to told them to change the hotel because this hotel was full , then they help me to contacted another hotel which has a room for rent to me ."
3235,Finally I arrived the hotel to took a nap and prepare the flight next day .
3236,"At 5 : 30 on mar 27 , I caught the Shuttle Bus between the hotel and the airport . At 7 : 20 I boarded the plane that was destined for Pensacola and 2 hours later I arrived safely ."
3237,"In conclusion , this is my first time to travel abroad on U ."
3238,My daughter 's front upper tooth has become loose these days .
3239,"While we were waiting for the tooth coming out , I found some of the tooth had turned violet during dinner yesterday ."
3240,The middle of the back had turned red .
3241,I was worried about it and called the dentist this morning .
3242,"The dentist told me that it 's no problem , even if a loose baby tooth turns violet or red , but he 's not sure if it 's fine unless he looks at it ."
3243,Then I made an appointment for her .
3244,It 's quarter to six today .
3245,"Yesterday , I ran a marathon , 42 . 195km ."
3246,"It was too hot to run a long distance , or even to do any other exercise outdoors ."
3247,"I poured water over my head several times , too ."
3248,I ran in the shade as much as possible to minimize the exposure to direct sunlight .
3249,"It was very tough , but I did it ."
3250,I 'm looking forward to seeing it .
3251,"Today , I drew a picture for my friend 's band ."
3252,"The picture , a man standing by the sea as the sun shines down on him , will be printed on T - shirts ."
3253,I only know the band from the web .
3254,I 've never meet them in person .
3255,"But , next month I 'm going to see them for the first time ."
3256,I hope they will like these T - shirts .
3257,I started to walk everyday .
3258,"I want run instead , but it 's too hard for me ."
3259,"This park is pretty big , with many flower gardens in it ."
3260,"Now , the rape blossoms and a certain kind of cherry blossoms are at their"
3261,But my foot and back hurt .
3262,"Oh my god , tomorrow is Monday again and we have to hand in our weekend homework , but there are so much homework to do ."
3263,I hate repeatedly rewriting the English sentences that I wrote incorrectly .
3264,It does n't have any effect on my English learning !
3265,What I need to do is just correct it once and remember them so that I wo n't make the same mistakes again .
3266,Oh I really do n't know what the teachers are thinking .
3267,Maybe you mean ' Wish me luck . . . '
3268,I attended a Christmas party at church last Saturday that was held for working people .
3269,They had many simple games .
3270,There were 4 people and 3 chairs .
3271,"One of the girls , who is my friend , pulled out the chair another girl was trying to sit on and she fell on her backside !"
3272,It was unbelievable for me because I 've done the same thing when I was a child and my teacher scolded me so much .
3273,"Some people say it 's an international school , and it might be . . , but in fact it 's a lot more than that ."
3274,"It 's a non - profit organization that brings students from around the globe together . Students are selected based on merit through a total or partial scholarship program , so the ability to pay is n't taken into account at all ."
3275,"I want one of those scholarships so bad , it 's my dream to get to know more of the world , to get to know a lot of cultures , and to be able to speak foreign languages fluently ."
3276,"And being able to learn all of that from people with such different backgrounds is what makes UWC so special to me , it 's the perfect place for everything that I want to do ."
3277,"I just ca n't imagine the way it would impact my life , such a wonderful experience ."
3278,My brother has often made me sad since he finished his army service .
3279,He began to smoke and play games day and night in a cybercafe .
3280,"Because this , my little sister and I had to often go and find him in the cybercafe ."
3281,His phone was always off and he did 't go to home to sleep at night .
3282,"I remebered waiting for him , resulting in me weeping all night ."
3283,My parents hoped that he would go to China together with them and that maybe thay can change his temper and bad habits .
3284,"But he insists on staying in Taiwan and on keeping his bad behavior , making us feel pain and helpless ."
3285,"Today my father on a rare visit , came to Taiwan . I was very happy ."
3286,"And then my brother said that he had a test . ( I do n't trust him , he had to be going to cybercafe . )"
3287,"So we waited for him until 6 o ' clock , and when he did n't still come home and my father lost his temper ."
3288,"( If it 's 10 : 00 o ' clock and he still has n't come home , we decide to lock the door . )"
3289,"At 8 : 00 , when my brother came home , we were preparing to shout at him ."
3290,"Suddently he said , `` I have decided to go to China with father , because I ca n't hold onto myself `` ."
3291,We were so surprised and began to smile .
3292,It 's so surprising that I ca n't believe it !
3293,I always really worry about him .
3294,"Althought I do n't know him going to China is a good thing , that he want to change himself makes me feel happy ."
3295,It 's one of Japan 's Holidays today .
3296,"By the way , I like mountains much more ."
3297,( as holidays of course ) .
3298,"Do you know that Japan ( being describled as a workaholic country ) has 15 holidays , the most out of all developed countries ?"
3299,"Of course , I did n't know ."
3300,"I ( have ) a little free time , so I ( have restarted ) using Lang - 8 ! !"
3301,A lot of things have happened this month .
3302,"I ca n't describe ( everything ) , ( comma ) but our family is very good now ."
3303,"Our ( relatives ) do n't live in the Tohoku area , ( comma ) but my husband 's friend 's house was ( destroyed ) by big tsunamis ."
3304,We are always ( worrying ) about his family .
3305,I had a slight fever .
3306,Work will likely be hard / tough tomorrow .
3307,"It was very hot there , and I got sunburn on my left arm ."
3308,Athens is full of people and dilapidated ancient monuments .
3309,The trip to Athens did n't relax me .
3310,Result of 17th September work
3311,"Today , I thought [ about something ] very deeply ."
3312,"What should an artist be like , what should a bussinesman be like ."
3313,"When I make a mistake , there is a brand impact ."
3314,I received a letter from a young girl from the U .
3315,"I am interested in you , I will like if you email me back at my ( favourbarkani @ yahoo ."
3316,uk ) because I will like to scan my photo so you will understand me well .
3317,Hawaii Vol . 2
3318,"Today , I will write about my trip again ."
3319,There was a vivid magenta Bougainvillea near the Kailua beach park .
3320,I ordered a delicious fruit salad .
3321,This beach is very famous for the sea turtles that come to sunbathe there .
3322,"At that time , there were no sea turtles on the beach , instead there was a Hawaiian monk seal ."
3323,He was big and was just sleeping on the beach .
3324,I think that all bus systems in the world hastheir advantages and disadvantages .
3325,I have lots of homework .
3326,So I 'm going to go to the library to do it . . . . .
3327,"Instead of not doing it , I got great memories ! !"
3328,"Today , I went to a dentist ."
3329,because I had a toothache last night -
3330,"it is very painful , I do n't want to go to the dentist ."
3331,but I have to go tomorrow again for my teethridge .
3332,"I do n't know why I have a cavity dakneunde , I brush my teeth daily ."
3333,The baby has arrived !
3334,The year 2011 has started with the arrival of a new baby in my family .
3335,"His older brother , Pax , likes to take care of him ."
3336,It 's lovely to see the older trying to hold the little one and to hear what he says to the baby .
3337,"People say that the older one often gets jealous of the newcomer and acts nasty , or behaves like a baby ."
3338,But I can see now that Pax sometimes pretends to be a small baby - he sometimes wants to feed / nurse from my breast and he crawls .
3339,I look forward to seeing how they their relationship as brothers develops .
3340,I hope they can be the best of friends with each other .
3341,I 'm starting to learn English
3342,I 'm a university student .
3343,( looks like a fencing ) I started it as an elementary student .
3344,So I 've been playing Kendo for a long time .
3345,"Last year I went to Toulouse , France for one month ."
3346,That was a very good place ! !
3347,"It was very funny , because the first time I tried to speak French I could n't communicate with people well ."
3348,"So after few days , I started always using English ."
3349,I 'm interested in the cultures of various countries .
3350,I want to talk with people from different countries .
3351,"The Project Manager should have a set of skills or techniques , including the abilities to raise the sharp questions , detect the unknown assumptions , and solve the conflicts between people , etc ."
3352,Also including many skills in modern management as well .
3353,"The major responsibility of the Project Manager is to identify different risks that affect the success of the Project , which should be measured by formal or informal ways throughout the whole project ."
3354,Risk always generates from the uncertainty of the project .
3355,A successful project manager often takes the risk of paying to much attention to the matter .
3356,"I agree with such a opinion as a qualified project manager comes not only from studying , but more from practicing . ."
3357,I will go on a school trip to Hokkaido from September 15th to the 18th .
3358,I have never been to Hokkaido so I 'm looking forward to going .
3359,"In fact , I hardly know anything about them ."
3360,So I ca n't do n't teach you anything .
3361,But I will tell you about it when I return from my school trip .
3362,I first read the Japanese version when I was 6 or 7 years old .
3363,This is the second book in the series `` My Father 's Dragon `` as you know .
3364,The English is easy but it makes me clearly imagine each scene .
3365,The rhythm of the sentences make it easy to read .
3366,This story begins with a scene in which a dragon was saved and flew away from an island where ferocious animals had locked him up .
3367,9 - year old Elmer saved the dragon .
3368,Then they were on their way home .
3369,First they came across Tangerina Island with many tangerines .
3370,"After suffering a storm , they flew down to a little green island ."
3371,There they met some canaries whose king was sick from curiosity .
3372,This is the end of the first part .
3373,I will write about the final part tomorrow .
3374,"Because , I ( study ) with my friend K , about optimistic training for special education ( educated ) children ."
3375,I wanted to study this long time ago .
3376,"So , I felt ( feel ) that today is a day which my dreams comes true !"
3377,"So , I felt satisfied"
3378,it turned sunny
3379,Tomorrow Im gon na take the SSAT .
3380,wish me luck luck & plz cross ur fingers ( everyone on Lang - 8 ) for me !
3381,"Currently , I often watch English movies in order to practice English ."
3382,My favorite movies are as follows :
3383,#NAME?
3384,- Kiki 's Delivery Service
3385,#NAME?
3386,"I like SF , romance , and action ( movies ) ."
3387,"The movies I like have a gentle , fine feel ."
3388,Or also please let me know a wonderful movie in difficult English .
3389,"Every time he came to our house before , he brought us something nice and exotic from China - however , he had ran out of souvenirs that he had brought from home that particular night ."
3390,So he handed to each of my daughters a plastic cage in which a little creature was making rattling noises on the pebbles .
3391,I loved animals but I had never fancied reptiles that much .
3392,"So as to be polite , I suprisingly told our guest a white lie - commenting that the turtles he brought were absolutely aadorable ."
3393,"Years passed , and they grew as time flew by ."
3394,I once brought them to a vet when they got sick . They suffered symptoms like having no appetite and swollen eyes . The treatment was two shots and it cost me 200 dollars .
3395,"Now , I love them so much !"
3396,It 's so funny in an ironical way that love seems to appear out of nowhere .
3397,It 's pure emotion towards these turtles .
3398,"My daughter has named the turtles Mai - chan and Chibi - chan , but I 'm actually secretly calling them Julia and Robert ."
3399,I 'm very excited for finding this site .
3400,I 'm learning English and want to improve it .
3401,I did n't know there was a useful website like this .
3402,programming is very difficult
3403,"today , I start to study programming ."
3404,but I did n't understand php ( ? ) .
3405,it is very difficult .
3406,I 'm writing a diary entry in English for the first time .
3407,It 's travel to a foreign country with my father .
3408,"When I was a child , I promised my father that I would become able to speak English and to take him to a foreign country ."
3409,"So , I will study English and take him to a foreign country ."
3410,On monday morning if you have breakfast in an Italian bar you 'll hear comments about the results of Sunday 's football matches .
3411,"In the Italian championship there are 20 teams ( in Premier League ) ; the teams with the best players are : Juventus , Inter , Milan and Rome ."
3412,"Every Sunday the teams begin playing at 3 o ' clock p . m . , the match lasts 90 minutes ."
3413,"Soon after the games end , sports programs air on tv till 7 p ."
3414,"There are link - ups with sports journalist in each stadium , interviews with the coaches or players and images of several goals , corner kicks , free kicks , penalty kicks , expulsions , warnings and failed goals ."
3415,"After prime time , other sports programs start again for those who did n't stay at home in the afternoon watching the television ."
3416,On Monday morning after `` a day `` television commentaries there are also those of the fans !
3417,Why did I pick that ?
3418,Actually I do not remember why I chose the phrase .
3419,I would be able to call myself a `` nomad . ``
3420,Because I have been unable to stay in one place for more than 3 months .
3421,"Because of that experience , I could do jobs with various skills ."
3422,I do not know how long my schedule to stay here is .
3423,Although many people living in this accommodation are getting worried
3424,I can experience diverse lifestyles with this time in Australia .
3425,"At least , I will exactly predict that I think I 'll get good experience in Australia"
3426,if I return to South Korea .
3427,Did you hear the news that an American guy won a $ 232 million jackpot ?
3428,I ca n't even imagine such an amount !
3429,He 's a really lucky guy !
3430,I wish I were him .
3431,But I worry a little that this much money will drive him crazy or ruin his life .
3432,The mass media reports on him excessively .
3433,"I know this is just to get viewers ' attention , me included ."
3434,I think they should reflect on their sensation - seeking nature .
3435,I hope the people surrounding him leave him alone a little .
3436,when I draw a deep breath I feel better .
3437,but I feel lonley .
3438,I broke up with my boyfriend few weeks ago .
3439,I ca n't even see him because he lives in another country .
3440,"and also , I broke off relationship with a friend ."
3441,she was my best friend .
3442,"but she made me feel bad , I do n't wanna get in touch with her anymore ."
3443,It 's really a hard time for me .
3444,however I feel relief .
3445,I 'm trying to get a job .
3446,I 'm gon na make money and then I 'll go to travel alone .
3447,"china , tibet , nepal , India , and Thailand !"
3448,"I failed to get a job few times , but It 's Ok ."
3449,I keep trying .
3450,I hope I make new good friends ! !
3451,I have a toothache today .
3452,I 'm wondering whether I should go to a dental clinic or not .
3453,"This is my favorite subject , and it is so interesting !"
3454,The picture you can see in my profile the package of a jigsaw puzzle .
3455,"I thought I could finish it in a week or so ,"
3456,but it 's very very difficult ! ! ! ! ! !
3457,"Most of the pieces are red , so all the pieces look alike ."
3458,"For your information , I have n't finished it yet ."
3459,My hobbies are skiing and judo .
3460,I have skied since I became a junior high school student .
3461,But the cost is incredible high ! !
3462,"On the other hand , judo is a reasonable sport ."
3463,I have a black belt .
3464,"But recently , the day does n't exist for me because I stay awake all night long and then slept until the moon"
3465,is shining right above my head .
3466,"it is kind of weird that no matter how hard I try , it 's getting worse and"
3467,"It 's already eight in the morning and no need to say , I my eyes are still open even"
3468,though it is breakfast time !
3469,I will creep into my bed in a few minute .
3470,Why did I choose today education as a subject ?
3471,Maybe because as a father whose child is finishing kindergarten I 'm concerned about what my daugther is going to be taught in the following years .
3472,"And because I realize , now that it has become my problem , that nowadays education in schools needs to face several challenges to be useful for children and for society ."
3473,"Of course I 'm not an expert , and without doubt I 'll be inaccurate and subjetive , but I 'm going to talk about how I percieve the situation ."
3474,First of all I think we must face the fact that the problems are not going to be solved by changing the curriculum if we do n't help teachers to adapt themselves to it .
3475,"We 're going to take a tent , a sleeping bag , and so on with us so that we can sleep in the tent on the mountain ."
3476,"It 's my first time staying in a tent on a mountain , so it sounds really exciting ."
3477,It has an obelisk at its peak .
3478,I hope that I can carry all that heavy stuff and still enjoy climbing .
3479,I love traveling and I had never traveled by myself before . I felt it was time 4 me to slip away to get some fresh air outside in April .
3480,I surely know that it is irresponsible to disappear without saying goodbye to dad & mom .
3481,"what 's more , I definitely knew that I would hurt them , scare them and make them worry about me ."
3482,"but , at that moment , I just wanted to take my ticket , searching some places to calm down and release stress ."
3483,"Lijiang , a place where I could temporarily forget the pressure , slow down the pace and enjoy myself lounging around and taking pics freely and comfortably ."
3484,the old town really gave me a shot 2 purify and broaden my mind .
3485,I made friends with strangers and now I still keep in touch with them .
3486,"sometimes I 'd luv 2 review them , reminding me of those faces , the smell of sunshine and my footprints during the trip ."
3487,I 've been learning English in school for three years .
3488,"Three years ago I was learning German , which I studied for six years !"
3489,"And I was the best in the class , but now I 've forgotten everything . I wanna learn Finnish too , but it 's very difficult ."
3490,"I 'm interested in other cultures , especially Japan ( and others Asian countries too ) , so if you 're Japanese , Singaporean , Korean , or other Asian , just write to me ."
